x,y,z
0.33578,0.62045,0.12987
0.75999,0.83845,0.16434
0.39987,0.61789,0.20412
0.59123,0.13789,0.22012
0.37234,0.46245,0.02789
0.75812,0.81945,0.17799
0.47134,0.0922,0.22456
0.46012,0.60523,0.20316
0.72111,0.80899,0.1549
0.73215,0.80587,0.17029
0.39234,0.60001,0.23012
0.51567,0.62012,0.19834
0.36578,0.45567,0.08967
0.46012,0.04876,0.12567
0.42321,0.09112,0.11567
0.51456,0.64001,0.17678
0.47234,0.61578,0.16999
0.61211,0.19198,0.21167
0.16578,0.69567,0.17189
0.78012,0.84345,0.15876
0.4089,0.51765,0.13432
0.49012,0.63578,0.16945
0.49012,0.66045,0.19367
0.35412,0.45567,0.05834
0.49745,0.65189,0.17456
0.34678,0.17789,0.06789
0.37567,0.45234,0.01567
0.32879,0.61234,0.15589
0.37284,0.45657,0.03789
0.57523,0.09456,0.25245
0.76234,0.83112,0.17891
0.40234,0.05678,0.06123
0.49123,0.63056,0.17456
0.25349,0.68754,0.12078
0.36045,0.20234,0.13984
0.5789,0.09145,0.25678
0.31901,0.18345,0.20089
0.76457,0.86012,0.17623
0.74012,0.85234,0.16578
0.52012,0.65798,0.18078
0.48765,0.61234,0.20245
0.46234,0.61045,0.20478
0.64012,0.05345,0.21876
0.53567,0.63412,0.16987
0.31234,0.58234,0.14211
0.76543,0.85789,0.16901
0.61234,0.11012,0.26178
0.36845,0.45876,0.01012
0.48345,0.62178,0.16234
0.36891,0.21176,0.12981
0.38214,0.26012,0.05879
0.52124,0.18008,0.24012
0.53045,0.62001,0.17123
0.68412,0.79423,0.15967
0.62147,0.19999,0.20876
0.23576,0.71567,0.15012
0.72234,0.80497,0.16734
0.36678,0.44001,0.07568
0.29189,0.64078,0.17312
0.46245,0.62987,0.17123
0.36456,0.48014,0.22539
0.39389,0.36601,0.12234
0.15432,0.71045,0.17456
0.30078,0.62211,0.14876
0.26832,0.67423,0.11745
0.33012,0.61567,0.13579
0.44789,0.60123,0.18145
0.61234,0.01789,0.26513
0.36112,0.22478,0.13456
0.35234,0.20612,0.13867
0.29012,0.64876,0.10731
0.61288,0.19249,0.21142
0.49012,0.06098,0.11765
0.65023,0.79067,0.15987
0.30012,0.61712,0.15067
0.39312,0.35678,0.12456
0.23891,0.67934,0.11562
0.57789,0.09512,0.25367
0.50765,0.6489,0.18412
0.31089,0.18123,0.20412
0.51098,0.65012,0.18245
0.45076,0.59234,0.19678
0.39123,0.50701,0.13001
0.62012,0.13578,0.24156
0.39456,0.61234,0.23211
0.40567,0.44076,0.08674
0.36456,0.18789,0.08067
0.43245,0.05589,0.20876
0.49012,0.63045,0.17012
0.50098,0.63545,0.17812
0.30678,0.18345,0.20678
0.24156,0.68854,0.11523
0.62891,0.13876,0.25789
0.4189,0.14456,0.07534
0.29498,0.61567,0.15578
0.52891,0.62856,0.17246
0.41256,0.04678,0.05901
0.36745,0.21356,0.12865
0.31678,0.18721,0.20378
0.61656,0.11111,0.26967
0.76278,0.83234,0.15567
0.40265,0.14456,0.06987
0.65789,0.14432,0.27456
0.15678,0.76234,0.12547
0.26127,0.63891,0.14689
0.36978,0.42345,0.14712
0.68901,0.80789,0.15312
0.81112,0.82901,0.16234
0.57913,0.11689,0.26547
0.37912,0.46578,0.08934
0.34912,0.17498,0.06834
0.38212,0.34567,0.11523
0.48652,0.62089,0.16578
0.73412,0.81234,0.15867
0.63189,0.06901,0.22456
0.77567,0.84456,0.17512
0.39567,0.23145,0.15891
0.75467,0.84345,0.16975
0.46789,0.63012,0.16534
0.37678,0.45589,0.08978
0.44567,0.06893,0.18456
0.38679,0.49234,0.21867
0.61011,0.13047,0.25123
0.5791,0.08013,0.26678
0.46701,0.54956,0.17745
0.42567,0.58234,0.20178
0.34956,0.47102,0.01999
0.38269,0.45995,0.08723
0.31567,0.44989,0.15678
0.35012,0.42489,0.15234
0.21534,0.72891,0.15234
0.15876,0.70345,0.16999
0.63451,0.07234,0.2289
0.28845,0.69567,0.13812
0.39654,0.47321,0.32918
0.34045,0.64234,0.13623
0.69876,0.80321,0.14923
0.37123,0.59876,0.06245
0.33901,0.64489,0.13654
0.30567,0.61091,0.13456
0.45012,0.31045,0.00678
0.62012,0.13567,0.24568
0.41987,0.04512,0.20067
0.62145,0.14876,0.23987
0.64056,0.19678,0.20543
0.37243,0.46578,0.08216
0.36248,0.21845,0.12578
0.36567,0.09478,0.27899
0.42678,0.19123,0.20645
0.47891,0.15023,0.14238
0.71567,0.8189,0.16578
0.39154,0.30567,0.04134
0.58012,0.11023,0.26001
0.2889,0.62567,0.14258
0.29745,0.61892,0.15367
0.33578,0.20345,0.11456
0.38001,0.45798,0.09501
0.47345,0.61912,0.16678
0.37234,0.45568,0.01912
0.28345,0.65234,0.07945
0.41456,0.57789,0.17123
0.57892,0.10678,0.25234
0.41234,0.58456,0.14729
0.73215,0.81832,0.15998
0.47999,0.64123,0.17089
0.59432,0.07234,0.27567
0.48234,0.61078,0.19984
0.46791,0.55012,0.17789
0.59234,0.08756,0.25879
0.28245,0.67589,0.13812
0.14876,0.70923,0.17167
0.47921,0.61789,0.16809
0.37247,0.46789,0.12354
0.30567,0.66112,0.16815
0.36845,0.47723,0.22189
0.50576,0.62056,0.18123
0.36456,0.61456,0.13321
0.37345,0.35231,0.11967
0.34512,0.20345,0.13789
0.57654,0.09512,0.26034
0.36278,0.46789,0.08067
0.31478,0.62986,0.12534
0.32345,0.68456,0.12067
0.31427,0.67249,0.11425
0.29873,0.64025,0.17789
0.62234,0.07678,0.23987
0.46456,0.0849,0.12789
0.69567,0.81345,0.14112
0.64456,0.78321,0.14239
0.40789,0.60145,0.23211
0.39689,0.23216,0.15679
0.36234,0.44987,0.07215
0.61456,0.14987,0.25678
0.38412,0.29345,0.04456
0.35789,0.18234,0.07512
0.29567,0.64523,0.12789
0.34234,0.47012,0.02145
0.37645,0.46678,0.09489
0.31987,0.61834,0.13567
0.36789,0.28567,0.06789
0.61873,0.19856,0.20675
0.49012,0.61089,0.17134
0.30865,0.18012,0.19885
0.53056,0.65543,0.21134
0.39234,0.01567,0.21345
0.37012,0.48067,0.08999
0.69587,0.81234,0.14991
0.39789,0.12456,0.32814
0.49876,0.63567,0.18501
0.36612,0.01545,0.23568
0.34456,0.63873,0.13512
0.37298,0.11432,0.31876
0.3589,0.44678,0.02412
0.59312,0.08223,0.2578
0.42011,0.07564,0.24512
0.46789,0.07876,0.12934
0.49876,0.62178,0.1819
0.36289,0.10345,0.27654
0.36542,0.22345,0.12834
0.27238,0.65567,0.09012
0.52012,0.66321,0.19456
0.71012,0.79567,0.17012
0.53211,0.66245,0.20578
0.28345,0.62879,0.17123
0.36789,0.46234,0.01234
0.41012,0.60891,0.22734
0.46789,0.07234,0.19867
0.42634,0.09456,0.11978
0.39234,0.50789,0.13512
0.42123,0.09234,0.11678
0.75567,0.83512,0.17549
0.57234,0.09456,0.25432
0.32012,0.17213,0.06987
0.38678,0.06012,0.12543
0.48812,0.05241,0.11987
0.29012,0.62834,0.17512
0.67456,0.79876,0.16512
0.37523,0.11089,0.28245
0.53024,0.66098,0.21234
0.57956,0.10988,0.24945
0.37567,0.02789,0.21556
0.48456,0.62234,0.17089
0.39176,0.23012,0.15745
0.42123,0.03678,0.08512
0.37589,0.10812,0.27678
0.50987,0.64012,0.17356
0.47234,0.64029,0.17912
0.27234,0.66245,0.13012
0.57543,0.11756,0.2589
0.42421,0.09089,0.11595
0.61098,0.58834,0.19561
0.40998,0.14123,0.07562
0.72547,0.81023,0.16589
0.31856,0.68876,0.11931
0.36478,0.11123,0.31045
0.60056,0.19012,0.20987
0.68012,0.79556,0.14284
0.74678,0.82543,0.18056
0.34432,0.20189,0.11987
0.21999,0.73111,0.14678
0.38833,0.46207,0.04512
0.39123,0.44189,0.07478
0.35067,0.67598,0.16247
0.41789,0.19123,0.20234
0.41532,0.14076,0.07345
0.7289,0.79999,0.16012
0.33945,0.46678,0.01789
0.39987,0.44067,0.07078
0.76578,0.83756,0.17385
0.49789,0.54823,0.20345
0.37856,0.46689,0.09712
0.34012,0.60034,0.12567
0.57678,0.81523,0.15678
0.33789,0.42598,0.14812
0.55678,0.67234,0.18675
0.13567,0.72012,0.17989
0.61689,0.13678,0.25367
0.36521,0.11987,0.31943
0.61434,0.19345,0.21356
0.30678,0.17123,0.11234
0.40567,0.01012,0.06856
0.40567,0.04876,0.08192
0.46101,0.61789,0.22567
0.36678,0.44012,0.02357
0.41934,0.14089,0.06812
0.36901,0.47456,0.21543
0.37489,0.27956,0.00789
0.21834,0.67812,0.14467
0.38785,0.36012,0.11478
0.37523,0.44098,0.15127
0.72745,0.81098,0.17045
0.46456,0.61045,0.20489
0.48234,0.61872,0.17423
0.32765,0.6189,0.11823
0.47934,0.55412,0.18957
0.72534,0.81245,0.14217
0.73512,0.81999,0.13987
0.63456,0.20123,0.21467
0.73567,0.80845,0.16412
0.47956,0.08999,0.21234
0.30678,0.60589,0.14315
0.42812,0.09378,0.11867
0.36876,0.12023,0.32089
0.35234,0.18789,0.08234
0.24712,0.67945,0.15078
0.52987,0.61789,0.19576
0.46012,0.58876,0.17567
0.28245,0.69678,0.11667
0.49789,0.65012,0.18234
0.49876,0.71123,0.22213
0.26547,0.67012,0.12123
0.33012,0.62034,0.11988
0.36734,0.22634,0.13321
0.72345,0.79654,0.15567
0.42845,0.09456,0.11567
0.60123,0.10245,0.26578
0.42399,0.09156,0.11587
0.46578,0.40621,0.15137
0.38456,0.02234,0.20812
0.49321,0.56348,0.19567
0.57789,0.08345,0.27812
0.38834,0.23456,0.16978
0.3489,0.64712,0.14423
0.61223,0.14587,0.24056
0.60876,0.14389,0.23812
0.40678,0.61245,0.24967
0.32145,0.17001,0.2029
0.23578,0.73589,0.14892
0.26134,0.61845,0.14689
0.59876,0.10245,0.27678
0.41789,0.08876,0.11456
0.59012,0.12534,0.28567
0.39512,0.2389,0.15234
0.75567,0.81034,0.1889
0.43211,0.03654,0.07234
0.37598,0.1209,0.31489
0.32845,0.47456,0.11123
0.47734,0.09234,0.21389
0.3789,0.27412,0.01234
0.28913,0.60578,0.16987
0.34278,0.46845,0.02099
0.31876,0.67389,0.12012
0.78899,0.85534,0.16254
0.75267,0.81892,0.17589
0.38765,0.60178,0.13321
0.24567,0.66234,0.07456
0.36991,0.10076,0.27678
0.46234,0.08234,0.12647
0.39654,0.59123,0.18356
0.47467,0.09211,0.21234
0.36912,0.26456,0.02967
0.57501,0.10345,0.25012
0.53456,0.63456,0.16995
0.30267,0.17789,0.21056
0.59321,0.08767,0.24567
0.39214,0.45034,0.16213
0.61012,0.13701,0.24567
0.41278,0.19012,0.20678
0.37367,0.48499,0.22512
0.73112,0.79789,0.14856
0.41012,0.21567,0.15569
0.76901,0.84257,0.17643
0.43567,0.08045,0.19012
0.37523,0.45076,0.02567
0.41756,0.13789,0.07123
0.76543,0.84098,0.16234
0.27389,0.68567,0.14211
0.36456,0.00456,0.22478
0.63045,0.07321,0.22678
0.27013,0.64234,0.14872
0.61278,0.19247,0.21189
0.58876,0.07734,0.2589
0.52901,0.62678,0.17089
0.60567,0.19012,0.20891
0.39254,0.47029,0.19567
0.7189,0.81111,0.13756
0.43245,0.18012,0.18876
0.34512,0.64871,0.14532
0.45989,0.60678,0.20234
0.36689,0.46274,0.11999
0.64089,0.19876,0.25589
0.27543,0.69012,0.14523
0.30987,0.65734,0.14245
0.77012,0.87067,0.15367
0.37865,0.48679,0.11045
0.37782,0.45412,0.09384
0.3889,0.00876,0.20987
0.39191,0.35312,0.12645
0.20123,0.72067,0.13834
0.70998,0.81476,0.15345
0.39278,0.44312,0.06985
0.51234,0.48123,0.20146
0.37701,0.45512,0.08834
0.73825,0.80789,0.15567
0.46134,0.59678,0.19812
0.37489,0.46134,0.05312
0.39245,0.49012,0.11567
0.64098,0.06234,0.22856
0.36289,0.19045,0.07956
0.47734,0.64076,0.17423
0.76156,0.83901,0.17678
0.37245,0.37523,0.12645
0.37456,0.11987,0.31645
0.30567,0.39567,0.13645
0.77654,0.83701,0.18347
0.36819,0.27256,0.05056
0.32765,0.45234,0.16129
0.61111,0.19345,0.21378
0.37578,0.48722,0.22056
0.20482,0.66018,0.18934
0.75829,0.85562,0.17495
0.32234,0.6889,0.12045
0.50067,0.64012,0.17956
0.34823,0.46987,0.14501
0.62076,0.14532,0.23945
0.47125,0.62345,0.16489
0.79567,0.81567,0.16978
0.5182,0.6487,0.18725
0.51023,0.63548,0.21567
0.15567,0.70456,0.17245
0.28634,0.63102,0.1769
0.23012,0.71034,0.14567
0.39912,0.12678,0.33567
0.42367,0.09012,0.11515
0.36501,0.27545,0.05891
0.37512,0.28567,0.05432
0.47512,0.61534,0.16123
0.60987,0.19111,0.21478
0.44456,0.06012,0.19745
0.39678,0.59123,0.21011
0.53758,0.68391,0.20397
0.48812,0.67534,0.17218
0.75734,0.83512,0.17129
0.49834,0.60987,0.17234
0.45012,0.43321,0.06245
0.38989,0.59245,0.22178
0.40456,0.48125,0.06978
0.36567,0.01856,0.24098
0.47012,0.56067,0.19012
0.39234,0.49267,0.22891
0.47123,0.09567,0.20987
0.40321,0.03876,0.20145
0.71834,0.81534,0.14876
0.43812,0.04576,0.07934
0.36012,0.40512,0.14287
0.38476,0.26345,0.05712
0.7889,0.82789,0.17145
0.37512,0.61111,0.13678
0.34812,0.19012,0.07123
0.48567,0.61012,0.16134
0.32456,0.49176,0.11512
0.60345,0.15567,0.23512
0.38456,0.03567,0.32923
0.3089,0.69123,0.11832
0.34012,0.46756,0.02012
0.3489,0.21234,0.12912
0.34678,0.61567,0.12891
0.56345,0.10123,0.24567
0.36423,0.47412,0.09234
0.29567,0.64879,0.13045
0.34312,0.65189,0.14598
0.58765,0.09012,0.25743
0.59678,0.11023,0.28812
0.53123,0.63011,0.16899
0.29976,0.61045,0.1589
0.27456,0.65987,0.13567
0.50567,0.65512,0.16456
0.15378,0.75789,0.13134
0.76478,0.84234,0.15876
0.39567,0.05567,0.20456
0.41234,0.45567,0.08395
0.30678,0.61089,0.14734
0.24678,0.70218,0.13067
0.57213,0.60012,0.16123
0.29934,0.67089,0.17756
0.34512,0.63845,0.14967
0.70012,0.77934,0.13789
0.33078,0.69234,0.11789
0.39567,0.02045,0.21789
0.46987,0.62211,0.21301
0.61123,0.14567,0.23945
0.47987,0.57218,0.19234
0.25345,0.67678,0.08954
0.37644,0.36799,0.11967
0.39756,0.23112,0.15067
0.42234,0.08976,0.11412
0.77345,0.82601,0.17456
0.47234,0.09345,0.21678
0.34623,0.2189,0.12456
0.39023,0.48945,0.03721
0.39678,0.57045,0.09014
0.62345,0.12034,0.25867
0.46567,0.03876,0.12654
0.28123,0.65745,0.09634
0.41101,0.13545,0.07153
0.62234,0.13667,0.25543
0.47467,0.09553,0.22789
0.40234,0.59345,0.18411
0.49678,0.63512,0.18234
0.43891,0.06429,0.20043
0.67281,0.18975,0.22891
0.73567,0.81876,0.15999
0.49123,0.61456,0.17789
0.27356,0.67289,0.13245
0.16012,0.71234,0.16895
0.47568,0.62012,0.16542
0.28534,0.65589,0.15839
0.65987,0.14912,0.27689
0.67891,0.80234,0.15087
0.47678,0.57534,0.20345
0.54012,0.65834,0.1689
0.30543,0.67289,0.13899
0.42267,0.09012,0.11612
0.33945,0.67321,0.12456
0.32567,0.18532,0.11754
0.41578,0.13869,0.07253
0.74345,0.81567,0.16849
0.37534,0.09234,0.22789
0.42389,0.08876,0.11912
0.46789,0.54567,0.18512
0.39398,0.22789,0.15912
0.72045,0.79456,0.14023
0.49876,0.63512,0.16901
0.72123,0.80567,0.16234
0.45534,0.61034,0.19456
0.29012,0.67534,0.13587
0.31567,0.18245,0.20345
0.72134,0.82221,0.17934
0.31678,0.17234,0.21234
0.39567,0.43678,0.07021
0.27112,0.66325,0.13834
0.71543,0.82012,0.18567
0.59012,0.61234,0.18956
0.39234,0.14567,0.29234
0.41876,0.01945,0.07891
0.51789,0.64567,0.19678
0.28012,0.69545,0.14231
0.40456,0.18134,0.19678
0.33345,0.61678,0.15278
0.80012,0.81512,0.17236
0.36281,0.23012,0.13257
0.35001,0.61523,0.13745
0.28789,0.61245,0.14568
0.45567,0.57512,0.19067
0.35567,0.60567,0.05987
0.36987,0.45345,0.01867
0.71823,0.79845,0.16478
0.15734,0.69976,0.16987
0.29456,0.64987,0.15999
0.73845,0.84123,0.16456
0.32645,0.42567,0.16789
0.52678,0.62567,0.17012
0.47195,0.61967,0.21575
0.30891,0.18473,0.20789
0.42567,0.5889,0.19789
0.58167,0.07145,0.27678
0.71545,0.80541,0.17563
0.27456,0.65089,0.16625
0.58976,0.53012,0.14287
0.56578,0.10234,0.25567
0.51999,0.65999,0.19767
0.61412,0.13954,0.25434
0.79327,0.84567,0.16342
0.71245,0.81012,0.15367
0.48765,0.10234,0.21567
0.32999,0.61678,0.13845
0.47012,0.63125,0.16845
0.34012,0.19589,0.08045
0.38567,0.02891,0.23012
0.34012,0.67891,0.11876
0.39376,0.47989,0.06273
0.28456,0.13567,0.42923
0.25001,0.77561,0.16789
0.28067,0.69578,0.15032
0.61523,0.14987,0.22756
0.14895,0.71237,0.1635
0.4189,0.03541,0.06687
0.35678,0.44078,0.01987
0.67567,0.81001,0.15678
0.76823,0.86945,0.14812
0.59123,0.09321,0.25999
0.36412,0.47934,0.21456
0.73987,0.81901,0.16512
0.26654,0.6809,0.12002
0.51876,0.63845,0.16678
0.72954,0.82011,0.16607
0.73145,0.81012,0.16112
0.34856,0.47167,0.25478
0.29456,0.60234,0.15312
0.38567,0.36345,0.11489
0.31976,0.67812,0.11129
0.47456,0.55234,0.18567
0.42578,0.06234,0.20112
0.38843,0.29541,0.04512
0.3389,0.61345,0.15812
0.21245,0.67245,0.14923
0.61012,0.14756,0.25345
0.35678,0.45534,0.03412
0.46521,0.64578,0.15978
0.27543,0.69012,0.15567
0.36187,0.09845,0.28134
0.78567,0.82234,0.13123
0.78067,0.86434,0.16289
0.30012,0.61567,0.14978
0.58341,0.07829,0.26174
0.71023,0.79345,0.16423
0.40267,0.23845,0.16029
0.49723,0.62012,0.18534
0.61189,0.15567,0.24834
0.39567,0.22834,0.15901
0.61999,0.12923,0.24988
0.43278,0.05123,0.07367
0.30123,0.49012,0.14567
0.36628,0.44116,0.02253
0.73012,0.81345,0.16567
0.37412,0.48765,0.11123
0.34567,0.61534,0.13589
0.70678,0.7889,0.15234
0.49234,0.62567,0.16529
0.51112,0.64123,0.17124
0.14898,0.7124,0.16363
0.30456,0.67589,0.14012
0.34012,0.43256,0.14678
0.6889,0.81056,0.14567
0.44456,0.07456,0.12234
0.70034,0.81289,0.15567
0.54012,0.38974,0.18956
0.36589,0.47678,0.09011
0.37356,0.11567,0.32401
0.36678,0.11345,0.32789
0.34467,0.59023,0.12456
0.35567,0.10123,0.27789
0.44321,0.59456,0.20111
0.38745,0.13567,0.29012
0.61234,0.14056,0.24567
0.36987,0.10456,0.27485
0.37101,0.44956,0.02045
0.73678,0.81756,0.17654
0.47123,0.09012,0.21987
0.73987,0.83567,0.17592
0.38834,0.36945,0.11789
0.63478,0.06345,0.23789
0.46987,0.0689,0.19734
0.36456,0.61545,0.05124
0.58346,0.08678,0.25791
0.62012,0.13098,0.25134
0.41101,0.13456,0.06545
0.37412,0.12999,0.31084
0.74234,0.80345,0.16987
0.49678,0.57456,0.20456
0.36891,0.17345,0.09167
0.48234,0.61543,0.17912
0.42067,0.61512,0.23789
0.29876,0.6889,0.12945
0.4189,0.04987,0.19234
0.74101,0.84955,0.16671
0.33622,0.61078,0.12611
0.52678,0.63456,0.17012
0.39367,0.14456,0.30489
0.39678,0.44567,0.06821
0.29012,0.67567,0.14523
0.48234,0.61098,0.16478
0.76111,0.85478,0.17567
0.48576,0.64541,0.17267
0.61623,0.15723,0.24345
0.46989,0.09701,0.20891
0.38775,0.36001,0.11467
0.61522,0.19478,0.20934
0.50345,0.62345,0.16679
0.36021,0.22089,0.13067
0.43012,0.07012,0.13567
0.42258,0.09101,0.11823
0.15045,0.70789,0.17678
0.58234,0.09678,0.26001
0.71523,0.80012,0.17501
0.44678,0.06311,0.19899
0.25987,0.67045,0.11876
0.37234,0.11456,0.31234
0.42934,0.19345,0.20567
0.42134,0.08945,0.11467
0.37512,0.59034,0.05891
0.33189,0.18567,0.11598
0.39784,0.46958,0.05632
0.36375,0.45089,0.07896
0.51111,0.64689,0.18012
0.33567,0.17312,0.06478
0.39489,0.14876,0.30634
0.39845,0.06534,0.20678
0.31567,0.18456,0.20678
0.39276,0.19067,0.20912
0.37189,0.43012,0.14256
0.42478,0.09234,0.11567
0.73567,0.84423,0.16015
0.51567,0.62089,0.15432
0.38512,0.21543,0.14056
0.33012,0.62578,0.14467
0.44456,0.61567,0.21834
0.16012,0.76345,0.13876
0.29512,0.61856,0.14834
0.30587,0.61245,0.13825
0.34067,0.19745,0.11678
0.31234,0.67567,0.11678
0.49567,0.62834,0.19876
0.28534,0.67456,0.13678
0.47912,0.09678,0.20534
0.43892,0.60012,0.20101
0.24256,0.67567,0.11899
0.149,0.71242,0.16365
0.78045,0.83245,0.17684
0.28012,0.6589,0.14329
0.46901,0.62234,0.16467
0.37534,0.04934,0.22867
0.25987,0.67812,0.13214
0.27012,0.64089,0.15934
0.39234,0.46556,0.02812
0.36678,0.47987,0.21812
0.29111,0.67945,0.14012
0.43789,0.05896,0.13645
0.61223,0.19215,0.21234
0.34012,0.21034,0.12167
0.61281,0.19245,0.21139
0.81256,0.29124,0.17345
0.22789,0.75678,0.14987
0.1489,0.71023,0.17791
0.36678,0.48234,0.22098
0.34467,0.46789,0.02345
0.37123,0.45056,0.01678
0.35012,0.43894,0.01576
0.29345,0.63212,0.17489
0.21543,0.72045,0.13789
0.35811,0.20789,0.12345
0.61312,0.19267,0.21144
0.34098,0.20567,0.12034
0.62056,0.14423,0.24589
0.36845,0.45078,0.20789
0.33012,0.03456,0.05987
0.38891,0.49312,0.23245
0.61578,0.13987,0.23845
0.27654,0.65111,0.15789
0.76098,0.81012,0.15678
0.57845,0.09245,0.24234
0.39821,0.18654,0.20234
0.75123,0.8289,0.17534
0.25367,0.67456,0.14985
0.71987,0.80234,0.15612
0.68912,0.81234,0.17256
0.74892,0.8189,0.15789
0.47012,0.09145,0.21489
0.44567,0.05945,0.19987
0.73012,0.81567,0.13567
0.34829,0.47256,0.01937
0.29234,0.63891,0.17545
0.33678,0.19854,0.07562
0.37098,0.49012,0.21689
0.61267,0.1928,0.21129
0.35567,0.41876,0.14789
0.40123,0.17345,0.26789
0.39654,0.58978,0.23812
0.49321,0.62788,0.16989
0.39012,0.18876,0.20401
0.49567,0.40567,0.28912
0.52589,0.65367,0.18234
0.47189,0.6321,0.16578
0.33987,0.46567,0.01976
0.40567,0.17934,0.21578
0.39456,0.36512,0.11967
0.68822,0.81029,0.16974
0.40045,0.22345,0.15896
0.39567,0.22891,0.16123
0.28765,0.69034,0.14567
0.52439,0.17145,0.23856
0.38956,0.13892,0.29912
0.40123,0.47891,0.05934
0.51789,0.66011,0.19823
0.36634,0.17523,0.08892
0.39456,0.44789,0.06234
0.37567,0.00345,0.21987
0.46012,0.61234,0.20745
0.37289,0.11567,0.28537
0.77234,0.83045,0.16278
0.27834,0.69456,0.11789
0.75987,0.81822,0.18236
0.61578,0.13789,0.24701
0.49129,0.63078,0.18265
0.32012,0.17534,0.21056
0.45987,0.60812,0.20245
0.37912,0.46745,0.09634
0.74456,0.82011,0.16927
0.42678,0.07031,0.19678
0.61245,0.19256,0.21123
0.48345,0.60234,0.21987
0.29034,0.68567,0.14012
0.40156,0.12234,0.32901
0.28345,0.64012,0.08456
0.29567,0.60321,0.15567
0.49876,0.63047,0.17234
0.58456,0.19089,0.23901
0.32678,0.61456,0.13678
0.61789,0.10999,0.27534
0.38934,0.36234,0.11512
0.39412,0.02056,0.07534
0.39523,0.48178,0.03984
0.26654,0.68456,0.12378
0.26521,0.64012,0.15789
0.56245,0.18076,0.22576
0.42456,0.18987,0.20612
0.31234,0.6321,0.13012
