x,y,z
0.24034,0.74,0.15033
0.39834,0.22545,0.15512
0.77012,0.84567,0.16987
0.47056,0.62134,0.16701
0.41057,0.02893,0.07456
0.70876,0.81523,0.15562
0.63845,0.05567,0.21534
0.53564,0.68019,0.20059
0.48123,0.60789,0.16234
0.42076,0.58089,0.24913
0.39654,0.22678,0.15567
0.37098,0.27456,0.05012
0.31234,0.18234,0.20176
0.47867,0.61912,0.16756
0.26023,0.66234,0.07543
0.37,0.42598,0.14679
0.31001,0.67023,0.13789
0.58456,0.07012,0.27001
0.47501,0.08976,0.21845
0.60123,0.11456,0.27891
0.49911,0.62745,0.17681
0.34456,0.46678,0.02012
0.45023,0.59056,0.18475
0.42349,0.09095,0.11542
0.58543,0.07234,0.27567
0.32,0.45012,0.15873
0.30045,0.61099,0.12589
0.61484,0.13789,0.24678
0.29245,0.67823,0.13867
0.14567,0.70528,0.16954
0.47034,0.62014,0.21289
0.76543,0.86712,0.14976
0.32012,0.18078,0.11012
0.49567,0.64512,0.17456
0.52345,0.65012,0.17934
0.72543,0.81245,0.15327
0.27019,0.66034,0.13456
0.28567,0.64011,0.09234
0.48765,0.62801,0.18867
0.30876,0.17987,0.19856
0.38001,0.45567,0.08945
0.36012,0.44023,0.02483
0.22,0.73,0.14567
0.58234,0.08732,0.25678
0.29012,0.63541,0.17432
0.14987,0.70789,0.16712
0.39345,0.44567,0.06123
0.62011,0.14234,0.24976
0.48432,0.63845,0.17678
0.39045,0.35567,0.12012
0.34076,0.65034,0.14567
0.51012,0.65234,0.19012
0.76543,0.84012,0.17512
0.49012,0.65023,0.17534
0.37234,0.46123,0.08456
0.34567,0.64589,0.17891
0.29123,0.61789,0.14678
0.41189,0.13578,0.06867
0.36123,0.18812,0.08145
0.59001,0.13512,0.22234
0.36234,0.28001,0.06041
0.38765,0.50345,0.13254
0.43012,0.04567,0.20598
0.37012,0.10589,0.27543
0.39876,0.02234,0.06789
0.24012,0.68567,0.11799
0.37654,0.36789,0.11999
0.39011,0.60022,0.12879
0.37012,0.47945,0.21934
0.49327,0.63458,0.18102
0.32012,0.67098,0.11876
0.42348,0.09094,0.11541
0.43789,0.07023,0.19568
0.3659,0.21512,0.12765
0.49198,0.64456,0.17823
0.46123,0.58045,0.19567
0.50023,0.64001,0.18567
0.34234,0.61234,0.13579
0.53012,0.63578,0.16521
0.4951,0.63024,0.17789
0.38432,0.46987,0.02214
0.22745,0.72678,0.14613
0.59012,0.10987,0.28234
0.27589,0.69587,0.11897
0.67029,0.81011,0.15067
0.34056,0.59999,0.12345
0.68567,0.80123,0.16127
0.33045,0.19012,0.11567
0.70234,0.80567,0.15234
0.29543,0.61567,0.14829
0.61234,0.13845,0.24892
0.41139,0.18523,0.19845
0.39245,0.23211,0.15234
0.33901,0.59876,0.12741
0.70012,0.79567,0.14839
0.38,0.43562,0.15534
0.31234,0.68123,0.11345
0.51999,0.64678,0.18412
0.22578,0.72584,0.14786
0.36612,0.46432,0.08354
0.39356,0.2289,0.15678
0.51907,0.63423,0.17139
0.21098,0.67534,0.14352
0.76111,0.84222,0.17891
0.25012,0.67045,0.08029
0.37654,0.04567,0.22534
0.62012,0.10876,0.29012
0.39245,0.48432,0.03512
0.34123,0.19876,0.1189
0.34567,0.46834,0.01991
0.61789,0.13001,0.25134
0.39234,0.3689,0.1189
0.41234,0.61543,0.24589
0.72045,0.82045,0.15034
0.70567,0.8089,0.15578
0.77891,0.835,0.18029
0.31012,0.63098,0.12112
0.45234,0.59876,0.19561
0.6127,0.19233,0.21121
0.41567,0.60891,0.23876
0.46012,0.05234,0.19034
0.28345,0.65876,0.09312
0.50556,0.6189,0.15567
0.54123,0.15678,0.21834
0.80098,0.82034,0.16111
0.60123,0.13987,0.23456
0.37056,0.46291,0.08027
0.28245,0.68001,0.13834
0.47123,0.09234,0.21567
0.51789,0.6489,0.18679
0.36789,0.26045,0.02894
0.36247,0.45567,0.02056
0.61234,0.11789,0.26543
0.74999,0.85001,0.16578
0.43215,0.60034,0.21578
0.37789,0.46578,0.09567
0.42567,0.03987,0.07123
0.33789,0.17567,0.06542
0.37562,0.02034,0.25118
0.4889,0.64123,0.17189
0.57634,0.09999,0.25456
0.48045,0.05567,0.11598
0.32145,0.48912,0.11478
0.29865,0.62025,0.14567
0.24876,0.68034,0.11567
0.33568,0.68234,0.11987
0.64012,0.06512,0.23023
0.57901,0.09678,0.25534
0.15789,0.71111,0.18034
0.22567,0.73512,0.14567
0.57219,0.10456,0.24987
0.64531,0.73512,0.16829
0.40789,0.60123,0.22978
0.39234,0.17055,0.18741
0.49054,0.62012,0.17956
0.35987,0.44444,0.02367
0.31123,0.17934,0.19987
0.49635,0.62678,0.18334
0.39987,0.48015,0.05678
0.37156,0.44334,0.01998
0.29091,0.61111,0.15012
0.49678,0.6089,0.1689
0.41067,0.13923,0.06789
0.75589,0.82012,0.17543
0.33567,0.61234,0.15784
0.75234,0.83011,0.17234
0.39678,0.44876,0.06412
0.57045,0.10015,0.25367
0.29814,0.61234,0.15098
0.49312,0.54098,0.20809
0.31098,0.18678,0.20745
0.39876,0.29089,0.02134
0.75012,0.83067,0.15047
0.52234,0.62999,0.17345
0.37845,0.45987,0.09123
0.69234,0.81211,0.14245
0.33567,0.60512,0.12987
0.40987,0.13456,0.06543
0.73012,0.81087,0.16211
0.39112,0.00892,0.20057
0.39001,0.00789,0.21019
0.40321,0.18012,0.1989
0.31987,0.69012,0.11789
0.29034,0.68045,0.12431
0.51789,0.63456,0.17214
0.32245,0.60512,0.15067
0.38456,0.13567,0.32923
0.50189,0.62234,0.18276
0.35023,0.21056,0.12548
0.51678,0.63234,0.16876
0.36815,0.44212,0.02145
0.37567,0.37012,0.12567
0.14892,0.71234,0.16357
0.27534,0.59012,0.13457
0.37021,0.45067,0.01894
0.38512,0.47567,0.02478
0.40234,0.51098,0.12689
0.39012,0.1409,0.29876
0.38987,0.44356,0.07465
0.72245,0.80067,0.15478
0.41567,0.1889,0.20456
0.6128,0.19234,0.21128
0.43123,0.05012,0.07231
0.46678,0.08765,0.21901
0.59012,0.08345,0.26034
0.21234,0.74067,0.14123
0.48234,0.63567,0.16987
0.31567,0.68456,0.11456
0.46789,0.55067,0.17782
0.49988,0.64227,0.19745
0.32654,0.16987,0.06789
0.48976,0.63451,0.18932
0.26123,0.68112,0.12045
0.62987,0.08012,0.23567
0.41345,0.13567,0.06678
0.48765,0.5689,0.19321
0.71989,0.80345,0.16145
0.63212,0.06789,0.22545
0.40034,0.04054,0.20213
0.43001,0.17876,0.1923
0.35567,0.20589,0.13522
0.47123,0.62089,0.16599
0.47561,0.55333,0.18845
0.47234,0.63045,0.16629
0.58012,0.07512,0.26589
0.33,0.44067,0.14512
0.34254,0.18673,0.07981
0.3689,0.09876,0.28345
0.32876,0.63567,0.14532
0.42346,0.09092,0.11539
0.43098,0.03521,0.06998
0.31789,0.67543,0.11567
0.61578,0.15023,0.25543
0.39999,0.49876,0.12123
0.36567,0.11578,0.30912
0.36741,0.10112,0.2779
0.36078,0.22534,0.13089
0.28056,0.65589,0.14237
0.71234,0.81875,0.16789
0.28456,0.65234,0.15789
0.27567,0.67012,0.13054
0.72056,0.82567,0.18034
0.61234,0.15678,0.24567
0.37654,0.12112,0.31567
0.33678,0.60789,0.13012
0.42353,0.09099,0.11546
0.375,0.485,0.22
0.36045,0.09512,0.28567
0.26078,0.68821,0.13789
0.39721,0.22587,0.15123
0.36412,0.45234,0.07512
0.62412,0.07534,0.24123
0.61999,0.139,0.24345
0.39,0.44512,0.1489
0.40011,0.03829,0.08045
0.50823,0.67123,0.21034
0.30945,0.18112,0.20334
0.34812,0.18001,0.07163
0.48543,0.63912,0.17345
0.27654,0.65987,0.08513
0.29065,0.64001,0.12567
0.365,0.10234,0.28234
0.44321,0.59123,0.19984
0.41012,0.13625,0.06745
0.51578,0.6428,0.18255
0.59999,0.13569,0.24568
0.50123,0.62045,0.16789
0.71523,0.80147,0.15834
0.5889,0.07999,0.26345
0.37098,0.45321,0.01234
0.31,0.41023,0.15361
0.61236,0.19232,0.21125
0.36789,0.01234,0.23829
0.52076,0.16789,0.23987
0.49345,0.61567,0.16002
0.42567,0.19,0.20532
0.31412,0.18345,0.20412
0.47456,0.62234,0.16845
0.41567,0.1389,0.06922
0.44001,0.06114,0.19789
0.74056,0.85578,0.16012
0.36412,0.09999,0.28178
0.45567,0.06012,0.18954
0.36578,0.17234,0.09217
0.52456,0.63089,0.16985
0.41098,0.57045,0.17643
0.6124,0.19225,0.21122
0.30076,0.6589,0.18012
0.39025,0.30067,0.03987
0.40567,0.60456,0.22784
0.40512,0.17567,0.20115
0.31568,0.63089,0.14973
0.26891,0.64892,0.08741
0.33987,0.19567,0.0789
0.31087,0.65879,0.14134
0.28567,0.67345,0.13789
0.36212,0.4727,0.21015
0.50567,0.63025,0.1889
0.48567,0.60512,0.17456
0.6089,0.148,0.25234
0.48679,0.62015,0.18276
0.27543,0.65123,0.16587
0.4235,0.09096,0.11543
0.36278,0.47561,0.09321
0.37256,0.11023,0.27891
0.78654,0.85234,0.15789
0.47812,0.61345,0.15312
0.74892,0.82011,0.17789
0.51231,0.65812,0.19512
0.39678,0.23012,0.15478
0.57512,0.10567,0.24589
0.59123,0.08766,0.26978
0.62435,0.13456,0.25478
0.73134,0.82022,0.16589
0.61235,0.19231,0.21124
0.38245,0.49246,0.2289
0.41512,0.03045,0.07789
0.44098,0.59045,0.19235
0.59678,0.08001,0.26891
0.33012,0.60567,0.12456
0.45879,0.60598,0.20715
0.78345,0.86234,0.16439
0.58678,0.09234,0.2589
0.32134,0.61234,0.11678
0.79234,0.84356,0.16789
0.34987,0.47012,0.0189
0.45567,0.07098,0.11834
0.37289,0.00567,0.22026
0.44011,0.05023,0.13567
0.29034,0.6889,0.14023
0.15023,0.76012,0.13456
0.47089,0.09145,0.21789
0.31389,0.18456,0.20589
0.59876,0.14789,0.24015
0.39234,0.57501,0.09124
0.34678,0.4689,0.01876
0.61241,0.19229,0.21126
0.39876,0.12001,0.32678
0.27234,0.64789,0.16254
0.37012,0.13045,0.31234
0.47456,0.09321,0.21178
0.30012,0.68045,0.14211
0.39412,0.22967,0.15445
0.32567,0.61543,0.13521
0.74012,0.81825,0.16456
0.38512,0.01567,0.20785
0.46123,0.60745,0.20427
0.7589,0.85521,0.17012
0.39487,0.23095,0.15312
0.32891,0.59456,0.12234
0.68543,0.79587,0.15678
0.40234,0.60567,0.23245
0.39456,0.44234,0.07012
0.6126,0.1923,0.21127
0.23012,0.72045,0.14012
0.27512,0.64587,0.08976
0.74098,0.84567,0.1602
0.38876,0.44009,0.07234
0.38765,0.35999,0.11456
0.34578,0.21567,0.12245
0.39512,0.45012,0.07856
0.36523,0.46429,0.11604
0.3689,0.47812,0.21578
0.6165,0.13234,0.24456
0.65894,0.14567,0.27955
0.73845,0.81256,0.16278
0.49234,0.57312,0.20145
0.74056,0.80567,0.16723
0.74076,0.85089,0.15593
0.14321,0.71357,0.17645
0.73567,0.83045,0.17234
0.43089,0.06456,0.12345
0.31567,0.18567,0.20218
0.49056,0.06578,0.13012
0.72547,0.81111,0.16645
0.42345,0.04567,0.08654
0.76543,0.82892,0.17456
0.51845,0.63111,0.17012
0.41234,0.13789,0.06812
0.71567,0.80012,0.16587
0.29578,0.69012,0.13678
0.41456,0.13701,0.07012
0.73056,0.79543,0.14679
0.39876,0.59999,0.23512
0.25134,0.67089,0.12578
0.60789,0.12011,0.27456
0.71523,0.79234,0.16024
0.47034,0.04012,0.12876
0.28765,0.60512,0.15234
0.16012,0.70012,0.17523
0.38123,0.36234,0.11678
0.3889,0.36001,0.11345
0.37567,0.46215,0.04987
0.62,0.14,0.24001
0.29078,0.65432,0.09567
0.37345,0.4489,0.02012
0.39234,0.14523,0.30567
0.36287,0.10756,0.27912
0.69876,0.82045,0.14912
0.75891,0.82814,0.17239
0.29034,0.65045,0.13982
0.76234,0.83211,0.16825
0.618,0.13456,0.24789
0.52567,0.62892,0.16789
0.74012,0.82001,0.14056
0.32567,0.6889,0.12345
0.65012,0.19567,0.27023
0.73498,0.81478,0.16012
0.34098,0.46856,0.01956
0.61543,0.11234,0.26892
0.258,0.67412,0.11923
0.60567,0.14056,0.23012
0.25456,0.67545,0.11678
0.58312,0.09123,0.25012
0.67512,0.78856,0.13984
0.33123,0.60123,0.12678
0.21789,0.73123,0.14456
0.79567,0.84876,0.15341
0.64567,0.07012,0.23934
0.59876,0.10567,0.27587
0.69876,0.78512,0.13578
0.26098,0.62,0.14567
0.34712,0.46567,0.02032
0.29387,0.61456,0.15345
0.39234,0.44123,0.06897
0.48092,0.57011,0.19876
0.39321,0.47234,0.03892
0.375,0.275,0.01012
0.37567,0.45678,0.08789
