x,y,z
0.48932,0.57689,0.21345
0.43001,0.61345,0.23867
0.43789,0.12123,0.11601
0.29987,0.71845,0.34234
0.13894,0.71236,0.17329
0.37412,0.42189,0.14756
0.34567,0.63921,0.14567
0.68892,0.81012,0.16655
0.34056,0.20034,0.08291
0.46345,0.07216,0.19812
0.15789,0.72345,0.18567
0.15701,0.71987,0.18078
0.36521,0.10087,0.28134
0.37501,0.46123,0.07891
0.34876,0.60345,0.12456
0.48534,0.56829,0.21756
0.68678,0.82045,0.15234
0.34245,0.60432,0.12234
0.7889,0.83567,0.17252
0.51678,0.63512,0.17123
0.37234,0.47056,0.07891
0.31123,0.69012,0.12789
0.16987,0.68432,0.17756
0.46789,0.61567,0.17089
0.42912,0.0889,0.11345
0.37012,0.46578,0.07512
0.51423,0.63101,0.16545
0.59867,0.08123,0.27145
0.46832,0.07234,0.19867
0.42345,0.09012,0.11845
0.23812,0.67735,0.12045
0.35834,0.47456,0.24987
0.30789,0.68045,0.11012
0.3089,0.68345,0.11123
0.36567,0.45123,0.11257
0.69189,0.80512,0.16434
0.39167,0.70432,0.21789
0.37901,0.42145,0.14789
0.41829,0.66987,0.16785
0.37456,0.45089,0.06745
0.65789,0.76978,0.13248
0.47412,0.62245,0.17956
0.49098,0.57567,0.21112
0.31489,0.69634,0.13645
0.31987,0.69214,0.13456
0.32045,0.67789,0.12899
0.36678,0.46234,0.07456
0.21345,0.72678,0.14812
0.67134,0.83512,0.17156
0.31234,0.46218,0.14567
0.57329,0.60123,0.23456
0.70678,0.81567,0.16329
0.43512,0.06034,0.21467
0.42987,0.03812,0.20856
0.64893,0.76234,0.14768
0.61789,0.13756,0.24378
0.74023,0.84254,0.15876
0.54123,0.65234,0.16234
0.22678,0.73345,0.14678
0.47482,0.10457,0.2189
0.42498,0.09267,0.11689
0.31567,0.69432,0.13856
0.41278,0.68412,0.17234
0.49341,0.18012,0.22789
0.59457,0.49034,0.2589
0.36678,0.45812,0.23789
0.33089,0.20045,0.07512
0.48762,0.61907,0.17718
0.38912,0.02567,0.22567
0.78567,0.84523,0.16234
0.47001,0.08876,0.21467
0.22845,0.73012,0.14712
0.35234,0.46891,0.02678
0.33567,0.60778,0.12789
0.36645,0.09754,0.28012
0.46578,0.61789,0.17456
0.23145,0.72512,0.14678
0.58234,0.51123,0.05476
0.35012,0.61056,0.13567
0.19987,0.61845,0.44234
0.54021,0.64834,0.16789
0.43245,0.61111,0.23912
0.73012,0.81901,0.16129
0.68987,0.81678,0.15789
0.45234,0.05689,0.18234
0.67248,0.78645,0.12167
0.15894,0.70236,0.16359
0.58956,0.07634,0.25988
0.78812,0.83789,0.17734
0.67432,0.15367,0.29243
0.15056,0.75478,0.13245
0.33901,0.60056,0.13011
0.31123,0.69745,0.13701
0.38567,0.46678,0.09227
0.80678,0.83012,0.15789
0.67214,0.16249,0.26127
0.67219,0.77034,0.13841
0.47389,0.09145,0.21723
0.53987,0.64789,0.16634
0.42345,0.04567,0.19678
0.38512,0.19023,0.19834
0.22789,0.67945,0.14723
0.57867,0.07612,0.25045
0.38678,0.29145,0.07321
0.33678,0.19789,0.08134
0.70499,0.81478,0.15932
0.61234,0.14567,0.25789
0.68234,0.81591,0.14567
0.27901,0.10089,0.21534
0.73215,0.83091,0.16134
0.37845,0.42012,0.14678
0.43987,0.06534,0.18912
0.33567,0.63521,0.14783
0.38829,0.45567,0.09012
0.58678,0.08234,0.26012
0.35745,0.4589,0.15519
0.31245,0.69578,0.13796
0.38567,0.36278,0.11678
0.41234,0.59012,0.17921
0.38491,0.29378,0.07512
0.81234,0.83654,0.15478
0.70845,0.81385,0.16154
0.38912,0.04567,0.19567
0.31789,0.18934,0.20456
0.58667,0.07987,0.26745
0.52467,0.63892,0.18573
0.36678,0.10123,0.27999
0.21567,0.73089,0.14567
0.14876,0.70567,0.17689
0.5289,0.63034,0.17691
0.58341,0.08523,0.26312
0.36512,0.45567,0.11534
